,STATISTICAL_MURDER_FLAG,BORO,PERP_SEX,PERP_AGE_GROUP,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Hour,Month,Year
3238,0,1,0.0,1.0,1.0,0.0,0.0,2.0,17,1,2014
17977,0,4,0.0,1.0,1.0,1.0,1.0,2.0,17,4,2006
26470,0,2,0.0,2.0,1.0,3.0,0.0,1.0,20,10,2022
12869,0,2,0.0,1.0,1.0,1.0,0.0,1.0,21,3,2017
11801,0,3,0.0,2.0,1.0,2.0,0.0,0.0,23,11,2010
12452,0,2,0.0,2.0,1.0,2.0,0.0,1.0,15,7,2020
27187,0,3,0.0,1.0,1.0,1.0,0.0,1.0,1,6,2022
6576,0,3,0.0,0.0,1.0,1.0,0.0,1.0,22,1,2013
12521,0,1,0.0,1.0,1.0,0.0,0.0,1.0,1,6,2009
11705,0,2,0.0,1.0,1.0,3.0,1.0,1.0,17,3,2021
16311,0,2,0.0,0.0,1.0,0.0,0.0,1.0,16,9,2011
21173,0,1,0.0,2.0,1.0,2.0,0.0,1.0,6,4,2006
17560,0,2,0.0,2.0,1.0,2.0,0.0,2.0,21,3,2021
90,0,2,0.0,3.0,1.0,3.0,0.0,1.0,0,10,2013
22066,0,1,0.0,1.0,1.0,1.0,0.0,1.0,22,9,2018
26068,0,3,0.0,1.0,1.0,2.0,0.0,1.0,22,2,2022
3891,0,1,0.0,1.0,3.0,1.0,0.0,1.0,15,1,2017
27027,0,1,0.0,1.0,2.0,3.0,0.0,2.0,17,12,2022
9127,0,3,0.0,2.0,1.0,2.0,0.0,3.0,2,2,2020
23760,0,1,0.0,1.0,1.0,0.0,0.0,1.0,16,9,2019
16345,0,3,0.0,2.0,1.0,2.0,0.0,3.0,12,5,2009
25523,0,0,0.0,2.0,1.0,0.0,1.0,1.0,15,5,2009
10353,0,2,0.0,2.0,1.0,2.0,0.0,1.0,15,7,2008
20543,0,1,0.0,2.0,3.0,3.0,0.0,1.0,16,2,2007
5660,0,3,0.0,1.0,1.0,2.0,0.0,1.0,16,1,2020
13704,0,1,0.0,1.0,1.0,0.0,0.0,1.0,19,12,2014
23403,0,1,0.0,0.0,2.0,1.0,0.0,3.0,22,7,2014
20748,0,2,0.0,1.0,1.0,2.0,0.0,1.0,14,1,2017
25400,0,2,0.0,2.0,1.0,1.0,0.0,1.0,14,6,2008
14080,0,2,0.0,1.0,1.0,1.0,0.0,1.0,0,12,2012
26783,0,2,0.0,2.0,1.0,1.0,0.0,3.0,23,8,2022
6536,0,3,0.0,0.0,1.0,4.0,1.0,1.0,15,11,2009
11703,0,4,0.0,1.0,1.0,2.0,0.0,1.0,3,7,2010
23035,0,2,0.0,1.0,1.0,2.0,0.0,1.0,0,12,2006
7633,0,2,0.0,3.0,1.0,2.0,0.0,1.0,18,2,2009
16159,0,1,0.0,1.0,3.0,1.0,1.0,3.0,2,9,2020
16335,0,1,0.0,2.0,1.0,2.0,0.0,1.0,4,10,2018
10812,0,2,0.0,1.0,1.0,3.0,1.0,1.0,20,5,2011
21974,0,3,0.0,1.0,2.0,2.0,0.0,2.0,2,6,2008
19145,0,0,0.0,2.0,1.0,1.0,0.0,1.0,2,5,2010
5881,0,1,0.0,2.0,2.0,1.0,0.0,1.0,18,6,2013
15470,0,2,0.0,2.0,1.0,2.0,0.0,1.0,23,6,2008
24228,0,2,0.0,2.0,1.0,1.0,1.0,3.0,22,9,2010
11522,0,3,0.0,3.0,1.0,1.0,0.0,3.0,22,3,2016
800,0,2,0.0,1.0,2.0,1.0,0.0,3.0,20,5,2015
16147,0,1,0.0,0.0,1.0,1.0,0.0,1.0,20,5,2007
430,0,2,0.0,2.0,3.0,3.0,0.0,1.0,18,7,2011
22614,0,0,0.0,1.0,1.0,1.0,1.0,2.0,4,8,2006
13770,0,0,0.0,3.0,1.0,3.0,0.0,3.0,1,11,2018
12855,0,2,0.0,2.0,1.0,1.0,0.0,1.0,1,9,2010
21449,0,1,0.0,1.0,1.0,0.0,1.0,2.0,0,6,2020
3872,0,1,0.0,2.0,3.0,1.0,0.0,2.0,5,8,2020
1156,0,2,0.0,1.0,1.0,2.0,0.0,1.0,1,10,2020
1208,0,1,0.0,2.0,1.0,0.0,0.0,1.0,21,5,2011
18773,0,1,0.0,1.0,2.0,1.0,0.0,1.0,18,6,2013
7749,0,2,0.0,2.0,1.0,2.0,0.0,1.0,11,9,2021
22884,0,1,0.0,1.0,1.0,2.0,0.0,2.0,22,7,2007
8078,0,0,0.0,1.0,1.0,1.0,0.0,1.0,22,12,2013
25910,0,1,0.0,0.0,1.0,2.0,1.0,2.0,1,1,2022
24986,0,0,0.0,0.0,3.0,0.0,0.0,3.0,2,8,2010
12729,0,0,0.0,1.0,1.0,1.0,0.0,1.0,1,8,2007
4873,0,1,0.0,1.0,3.0,1.0,0.0,2.0,20,11,2008
751,0,2,0.0,2.0,1.0,2.0,0.0,1.0,17,9,2020
12127,0,1,0.0,2.0,1.0,1.0,0.0,2.0,13,5,2015
18810,0,2,0.0,1.0,1.0,2.0,0.0,1.0,17,2,2021
20362,0,4,0.0,0.0,1.0,3.0,1.0,1.0,2,8,2016
7599,0,3,0.0,2.0,1.0,2.0,0.0,1.0,18,11,2016
18756,0,1,0.0,2.0,1.0,1.0,0.0,3.0,21,6,2015
17239,0,0,0.0,2.0,1.0,2.0,0.0,1.0,16,7,2014
3519,0,3,0.0,0.0,1.0,0.0,0.0,1.0,20,10,2021
20777,0,2,0.0,1.0,1.0,1.0,0.0,1.0,21,4,2013
6600,0,2,0.0,2.0,1.0,2.0,0.0,1.0,4,12,2013
22432,0,2,0.0,0.0,1.0,3.0,0.0,1.0,7,6,2012
8946,0,3,0.0,2.0,1.0,3.0,0.0,1.0,14,7,2021
15670,0,2,0.0,0.0,1.0,2.0,1.0,1.0,15,8,2008
8077,0,0,0.0,1.0,1.0,2.0,0.0,1.0,12,12,2020
8127,0,3,0.0,2.0,1.0,3.0,0.0,1.0,23,5,2015
7988,0,1,0.0,0.0,2.0,0.0,0.0,1.0,2,6,2014
27232,0,1,0.0,2.0,1.0,1.0,0.0,1.0,9,6,2022
21645,0,2,0.0,2.0,1.0,1.0,0.0,1.0,12,4,2017
20684,0,1,0.0,2.0,1.0,3.0,0.0,0.0,12,4,2017
23623,0,2,0.0,1.0,1.0,2.0,0.0,1.0,19,5,2010
13921,0,1,0.0,1.0,1.0,2.0,1.0,1.0,21,5,2018
22069,0,3,0.0,1.0,3.0,1.0,0.0,3.0,23,6,2014
24981,0,1,0.0,1.0,1.0,0.0,0.0,3.0,17,4,2011
13016,0,1,0.0,2.0,1.0,2.0,0.0,1.0,0,5,2010
23838,0,2,0.0,1.0,1.0,3.0,0.0,1.0,8,12,2007
20192,0,2,0.0,1.0,1.0,2.0,0.0,1.0,17,8,2016
16726,0,4,0.0,2.0,1.0,1.0,0.0,2.0,8,9,2008
3613,0,1,0.0,0.0,1.0,0.0,0.0,1.0,23,9,2008
7495,0,1,0.0,2.0,1.0,1.0,0.0,1.0,1,7,2009
5155,0,4,0.0,2.0,2.0,2.0,0.0,1.0,20,7,2013
13232,0,0,0.0,1.0,2.0,2.0,0.0,3.0,23,6,2021
7593,0,3,0.0,0.0,1.0,0.0,0.0,1.0,8,10,2011
2985,0,2,0.0,2.0,1.0,2.0,0.0,1.0,20,2,2008
114,0,2,0.0,2.0,1.0,2.0,0.0,2.0,15,11,2012
5556,0,2,0.0,2.0,1.0,2.0,0.0,1.0,1,8,2012
6070,0,2,0.0,1.0,1.0,2.0,0.0,1.0,20,10,2013
27025,0,2,0.0,2.0,1.0,1.0,1.0,1.0,21,6,2022
13263,0,3,0.0,0.0,1.0,0.0,1.0,1.0,0,7,2007
25499,0,0,0.0,2.0,1.0,2.0,0.0,1.0,23,6,2007
13491,0,2,0.0,2.0,1.0,2.0,0.0,1.0,23,9,2020
19105,0,1,0.0,1.0,1.0,2.0,0.0,1.0,21,7,2006
21848,0,2,0.0,2.0,1.0,3.0,0.0,1.0,2,11,2007
832,0,2,0.0,2.0,1.0,2.0,1.0,1.0,20,4,2015
23589,0,1,1.0,1.0,0.0,2.0,0.0,0.0,10,12,2016
14714,0,1,0.0,1.0,1.0,3.0,0.0,2.0,19,5,2019
13789,0,1,0.0,1.0,2.0,2.0,0.0,1.0,19,9,2020
4664,0,4,0.0,0.0,1.0,2.0,1.0,2.0,21,6,2013
14030,0,4,0.0,1.0,1.0,1.0,0.0,1.0,3,11,2011
10833,0,1,0.0,3.0,1.0,2.0,0.0,1.0,8,12,2020
15453,0,2,0.0,2.0,2.0,1.0,0.0,1.0,17,8,2019
20965,0,4,0.0,0.0,1.0,2.0,0.0,3.0,5,6,2015
19624,0,3,0.0,1.0,3.0,0.0,0.0,2.0,23,7,2008
10660,0,2,0.0,1.0,1.0,0.0,0.0,1.0,21,7,2007
25378,0,1,0.0,1.0,1.0,2.0,0.0,3.0,16,6,2010
9822,0,3,0.0,1.0,1.0,2.0,0.0,1.0,17,8,2020
12685,0,3,0.0,2.0,2.0,2.0,1.0,2.0,19,10,2008
8420,0,1,0.0,2.0,1.0,2.0,0.0,1.0,22,7,2008
1317,0,3,0.0,0.0,2.0,0.0,1.0,1.0,0,7,2007
3936,0,2,0.0,1.0,1.0,1.0,0.0,2.0,18,10,2006
24883,0,0,0.0,1.0,1.0,2.0,0.0,1.0,20,5,2013
8455,0,0,0.0,1.0,1.0,2.0,0.0,1.0,0,9,2010
22570,0,3,0.0,0.0,2.0,1.0,0.0,2.0,15,1,2009
19301,0,2,0.0,0.0,2.0,2.0,1.0,3.0,19,4,2010
4654,0,2,1.0,2.0,1.0,1.0,0.0,1.0,19,7,2014
4422,0,2,0.0,2.0,1.0,2.0,0.0,1.0,12,7,2020
7873,0,2,0.0,2.0,1.0,2.0,0.0,1.0,5,8,2015
7031,0,0,0.0,2.0,2.0,2.0,1.0,3.0,3,6,2017
10463,0,1,0.0,2.0,1.0,2.0,0.0,1.0,20,4,2020
21561,0,1,0.0,2.0,1.0,1.0,0.0,3.0,23,7,2007
23836,0,2,0.0,1.0,1.0,1.0,0.0,1.0,14,3,2016
26213,0,3,0.0,2.0,3.0,2.0,0.0,2.0,23,6,2022
12853,0,2,0.0,1.0,4.0,1.0,0.0,0.0,18,12,2010
12681,0,2,0.0,1.0,1.0,0.0,1.0,1.0,2,9,2006
20482,0,1,0.0,1.0,2.0,1.0,0.0,2.0,0,5,2012
13083,0,2,0.0,1.0,1.0,1.0,0.0,2.0,19,11,2009
4550,0,2,0.0,1.0,1.0,0.0,1.0,1.0,22,7,2010
8925,0,3,0.0,2.0,2.0,2.0,0.0,3.0,20,3,2021
4169,0,1,0.0,2.0,2.0,2.0,0.0,0.0,22,1,2015
22274,0,2,0.0,0.0,1.0,1.0,0.0,1.0,17,6,2010
22579,0,2,0.0,0.0,1.0,0.0,0.0,1.0,18,6,2007
19969,0,0,0.0,2.0,1.0,2.0,0.0,1.0,4,7,2018
3567,0,3,0.0,3.0,1.0,0.0,0.0,2.0,5,3,2020
22716,0,3,0.0,1.0,1.0,2.0,1.0,1.0,3,8,2016
19325,0,1,0.0,1.0,2.0,1.0,0.0,1.0,18,3,2007
4300,0,1,0.0,2.0,3.0,1.0,0.0,2.0,15,12,2011
16628,0,1,0.0,2.0,1.0,2.0,0.0,2.0,20,7,2013
11967,0,2,0.0,2.0,1.0,2.0,0.0,1.0,1,12,2008
24111,0,3,0.0,1.0,1.0,2.0,0.0,1.0,14,1,2012
9755,0,3,0.0,1.0,1.0,2.0,0.0,1.0,5,12,2013
18205,0,0,0.0,1.0,2.0,1.0,0.0,0.0,12,6,2021
14771,0,2,0.0,1.0,1.0,1.0,1.0,1.0,22,4,2021
10430,0,2,0.0,0.0,2.0,0.0,0.0,3.0,18,7,2020
4399,0,1,0.0,2.0,2.0,2.0,0.0,1.0,17,10,2020
16571,0,2,0.0,1.0,1.0,1.0,0.0,1.0,18,7,2007
26630,0,3,0.0,1.0,1.0,1.0,0.0,3.0,15,12,2022
4209,0,2,0.0,1.0,1.0,4.0,0.0,3.0,15,10,2013
11748,0,1,0.0,2.0,3.0,2.0,0.0,2.0,6,1,2009
896,0,3,0.0,2.0,2.0,2.0,0.0,1.0,23,7,2008
6581,0,3,0.0,0.0,1.0,1.0,0.0,1.0,0,11,2016
22258,0,3,0.0,1.0,1.0,2.0,0.0,1.0,11,11,2020
14809,0,0,0.0,0.0,1.0,0.0,0.0,1.0,16,12,2017
19482,0,2,0.0,1.0,4.0,2.0,1.0,1.0,19,8,2021
8075,0,2,0.0,1.0,3.0,2.0,0.0,2.0,3,3,2021
9501,0,1,0.0,1.0,3.0,1.0,0.0,3.0,2,3,2009
23034,0,2,0.0,2.0,1.0,2.0,0.0,1.0,23,7,2012
25128,0,2,0.0,2.0,1.0,2.0,0.0,1.0,18,11,2014
19467,0,3,0.0,1.0,1.0,1.0,0.0,1.0,13,2,2006
23532,0,2,0.0,0.0,1.0,1.0,0.0,1.0,18,2,2018
19338,0,1,0.0,1.0,1.0,1.0,0.0,1.0,18,4,2014
8187,0,3,0.0,1.0,1.0,1.0,0.0,3.0,3,2,2011
7094,0,3,0.0,0.0,1.0,2.0,0.0,3.0,1,8,2009
8263,0,3,0.0,2.0,1.0,2.0,0.0,3.0,0,3,2020
17744,0,1,0.0,0.0,2.0,1.0,0.0,1.0,3,9,2008
15598,0,1,0.0,1.0,3.0,0.0,1.0,2.0,0,11,2009
15032,0,2,0.0,1.0,1.0,1.0,0.0,1.0,0,5,2009
642,0,2,0.0,1.0,1.0,0.0,0.0,1.0,18,10,2017
25973,0,1,0.0,2.0,1.0,3.0,0.0,1.0,20,3,2022
15907,0,1,0.0,0.0,3.0,0.0,0.0,1.0,3,9,2011
2449,0,2,0.0,1.0,1.0,2.0,0.0,2.0,18,6,2007
22097,0,1,0.0,0.0,1.0,1.0,0.0,1.0,15,10,2014
25199,0,2,0.0,2.0,2.0,2.0,0.0,1.0,4,7,2017
17243,0,1,0.0,2.0,4.0,2.0,0.0,1.0,2,10,2020
21885,0,2,0.0,1.0,1.0,1.0,0.0,1.0,13,6,2006
10196,0,2,0.0,2.0,1.0,1.0,0.0,1.0,21,12,2014
5760,0,2,0.0,1.0,3.0,2.0,0.0,3.0,3,3,2021
19254,0,2,0.0,1.0,1.0,0.0,0.0,1.0,17,4,2018
1384,0,3,0.0,2.0,1.0,2.0,0.0,2.0,4,1,2020
24120,0,3,0.0,0.0,1.0,2.0,0.0,3.0,14,8,2011
23567,0,2,0.0,2.0,1.0,3.0,1.0,1.0,11,2,2019
7477,0,1,0.0,0.0,1.0,2.0,0.0,1.0,21,5,2011
12128,0,2,0.0,2.0,1.0,2.0,0.0,1.0,1,9,2006
18207,0,1,0.0,1.0,2.0,1.0,0.0,1.0,0,11,2018
9913,0,2,0.0,1.0,1.0,1.0,0.0,1.0,15,7,2008
14964,0,2,0.0,0.0,1.0,1.0,0.0,1.0,13,12,2008
15228,0,1,0.0,1.0,1.0,2.0,0.0,1.0,13,10,2009
1496,0,3,0.0,2.0,1.0,1.0,0.0,1.0,0,12,2006
11219,0,1,0.0,1.0,1.0,2.0,0.0,2.0,19,7,2013
8446,0,3,1.0,1.0,1.0,1.0,0.0,2.0,20,9,2016
25465,0,2,0.0,2.0,1.0,2.0,0.0,1.0,18,12,2020
706,0,0,0.0,2.0,1.0,2.0,0.0,1.0,2,4,2010
25379,0,2,0.0,1.0,1.0,1.0,0.0,1.0,18,10,2006
3245,0,2,0.0,0.0,1.0,0.0,0.0,1.0,17,6,2015
19560,0,4,0.0,1.0,2.0,3.0,0.0,1.0,21,5,2013
26038,0,2,0.0,1.0,1.0,0.0,0.0,1.0,14,2,2022
688,0,2,0.0,2.0,2.0,2.0,0.0,3.0,5,1,2009
26638,0,2,0.0,2.0,1.0,2.0,0.0,1.0,17,1,2022
22207,0,2,0.0,2.0,1.0,1.0,0.0,1.0,14,8,2014
24118,0,3,0.0,1.0,3.0,0.0,1.0,2.0,2,7,2008
9938,0,2,0.0,2.0,1.0,1.0,0.0,1.0,2,6,2007
19003,0,1,0.0,1.0,1.0,1.0,0.0,3.0,19,1,2006
17673,0,0,0.0,1.0,2.0,2.0,0.0,2.0,22,12,2015
7423,0,0,0.0,1.0,2.0,2.0,0.0,0.0,3,12,2021
8909,0,1,0.0,2.0,1.0,2.0,0.0,1.0,15,3,2017
24623,0,2,0.0,0.0,1.0,0.0,0.0,1.0,1,8,2009
2789,0,3,0.0,0.0,3.0,2.0,0.0,3.0,2,11,2010
14590,0,1,0.0,0.0,2.0,0.0,0.0,2.0,19,2,2012
4114,0,3,0.0,0.0,1.0,0.0,0.0,3.0,23,11,2013
11124,0,0,0.0,1.0,1.0,1.0,0.0,1.0,6,6,2007
7203,0,1,0.0,0.0,2.0,2.0,1.0,2.0,15,9,2009
25517,0,1,0.0,1.0,3.0,1.0,0.0,3.0,20,1,2008
6352,0,1,0.0,1.0,3.0,2.0,0.0,3.0,21,1,2014
7571,0,2,0.0,1.0,1.0,2.0,0.0,1.0,17,1,2008
12824,0,3,0.0,2.0,1.0,3.0,0.0,2.0,19,11,2020
24919,0,2,1.0,1.0,1.0,2.0,0.0,2.0,18,5,2014
2930,0,2,0.0,1.0,1.0,1.0,0.0,1.0,14,3,2010
15169,0,1,0.0,2.0,1.0,1.0,0.0,1.0,8,9,2015
4941,0,1,0.0,3.0,2.0,2.0,0.0,2.0,0,3,2008
21935,0,2,0.0,2.0,1.0,2.0,0.0,1.0,16,11,2015
11772,0,2,0.0,1.0,1.0,2.0,0.0,1.0,23,11,2006
2815,0,1,0.0,2.0,1.0,2.0,1.0,2.0,14,5,2015
15467,0,3,0.0,2.0,1.0,2.0,0.0,3.0,23,6,2020
7941,0,2,0.0,1.0,1.0,0.0,0.0,1.0,16,5,2021
5307,0,0,0.0,1.0,1.0,2.0,1.0,1.0,3,12,2012
17313,0,2,0.0,2.0,3.0,1.0,0.0,1.0,1,3,2018
21735,0,1,0.0,1.0,2.0,1.0,0.0,1.0,5,1,2015
9214,0,2,0.0,2.0,1.0,2.0,0.0,1.0,20,4,2015
26739,0,2,0.0,2.0,3.0,2.0,0.0,1.0,22,3,2022
2619,0,2,0.0,2.0,1.0,2.0,0.0,1.0,23,7,2016
5336,0,2,0.0,2.0,1.0,1.0,0.0,1.0,5,5,2008
6259,0,3,0.0,1.0,2.0,2.0,0.0,1.0,22,5,2007
525,0,2,0.0,1.0,1.0,2.0,0.0,1.0,23,2,2015
7258,0,3,0.0,1.0,1.0,1.0,0.0,1.0,2,7,2014
3753,0,2,0.0,2.0,1.0,2.0,1.0,1.0,2,12,2008
12750,0,1,0.0,2.0,2.0,2.0,0.0,3.0,22,12,2011
14559,0,0,0.0,0.0,1.0,2.0,0.0,2.0,22,10,2006
12379,0,0,0.0,1.0,3.0,2.0,0.0,1.0,0,5,2014
1943,0,1,0.0,2.0,1.0,2.0,0.0,1.0,20,9,2013
23606,0,0,0.0,2.0,3.0,2.0,0.0,2.0,3,11,2007
17804,0,2,0.0,1.0,1.0,1.0,0.0,1.0,2,12,2010
6403,0,1,0.0,3.0,1.0,3.0,0.0,1.0,5,11,2019
7693,0,0,0.0,2.0,2.0,1.0,0.0,2.0,21,9,2016
6069,0,4,0.0,1.0,1.0,0.0,0.0,1.0,0,7,2007
14619,0,1,0.0,1.0,1.0,1.0,0.0,1.0,23,7,2006
16155,0,0,1.0,1.0,2.0,3.0,0.0,0.0,3,10,2007
12176,0,1,0.0,0.0,1.0,1.0,0.0,1.0,12,7,2012
19096,0,2,0.0,2.0,2.0,2.0,0.0,3.0,23,7,2007
5507,0,2,0.0,1.0,1.0,1.0,0.0,1.0,10,5,2014
271,0,2,1.0,1.0,1.0,2.0,0.0,1.0,23,2,2013
11088,0,0,0.0,2.0,1.0,2.0,1.0,1.0,4,2,2007
3956,0,1,0.0,1.0,1.0,1.0,0.0,1.0,2,8,2010
8590,0,2,0.0,1.0,1.0,1.0,0.0,1.0,2,4,2014
18440,0,0,0.0,1.0,1.0,1.0,0.0,1.0,19,5,2009
13067,0,2,0.0,2.0,1.0,2.0,0.0,1.0,20,9,2008
3517,0,1,0.0,2.0,1.0,1.0,0.0,1.0,20,4,2006
12358,0,0,0.0,1.0,1.0,1.0,0.0,3.0,2,7,2009
14399,0,0,0.0,2.0,1.0,1.0,0.0,1.0,23,5,2006
2849,0,1,0.0,0.0,1.0,1.0,0.0,3.0,23,1,2021
25437,0,0,0.0,3.0,1.0,3.0,0.0,1.0,5,1,2018
17028,0,1,0.0,0.0,3.0,1.0,0.0,1.0,19,7,2015
23605,0,2,0.0,1.0,1.0,1.0,0.0,1.0,0,3,2013
17136,0,3,0.0,1.0,3.0,1.0,0.0,3.0,19,6,2009
22980,0,1,0.0,1.0,1.0,2.0,0.0,3.0,13,5,2017
3473,0,1,0.0,1.0,3.0,1.0,0.0,1.0,18,9,2017
8340,0,2,0.0,2.0,1.0,1.0,0.0,1.0,5,5,2016
13555,0,2,0.0,1.0,1.0,2.0,0.0,1.0,7,10,2011
14882,0,2,0.0,1.0,2.0,1.0,0.0,2.0,1,7,2015
27024,0,3,0.0,2.0,1.0,2.0,0.0,1.0,13,8,2022
14068,0,2,0.0,2.0,1.0,2.0,0.0,2.0,14,3,2017
9272,0,2,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2019
20507,0,2,0.0,1.0,1.0,1.0,0.0,2.0,22,12,2017
4323,0,1,0.0,1.0,1.0,1.0,0.0,2.0,0,2,2014
87,0,3,0.0,1.0,1.0,1.0,0.0,1.0,2,6,2017
4678,0,2,0.0,2.0,1.0,3.0,0.0,3.0,19,6,2017
11428,0,2,0.0,0.0,1.0,0.0,0.0,1.0,22,7,2008
11424,0,2,0.0,2.0,1.0,2.0,0.0,1.0,20,11,2009
9627,0,3,0.0,2.0,1.0,1.0,0.0,1.0,19,6,2020
17845,0,1,0.0,1.0,1.0,2.0,0.0,2.0,23,5,2020
10318,0,1,0.0,2.0,1.0,1.0,1.0,1.0,19,1,2009
5196,0,1,0.0,2.0,1.0,1.0,1.0,1.0,15,3,2017
26885,0,0,0.0,2.0,1.0,2.0,0.0,2.0,1,11,2022
16286,0,2,0.0,2.0,1.0,2.0,0.0,1.0,5,9,2019
9095,0,2,0.0,0.0,1.0,0.0,0.0,1.0,15,1,2019
23848,0,3,0.0,2.0,1.0,0.0,1.0,1.0,19,10,2020
19752,0,2,0.0,1.0,1.0,1.0,0.0,1.0,19,9,2006
273,0,2,0.0,3.0,0.0,3.0,0.0,0.0,16,6,2011
3001,0,2,0.0,1.0,1.0,2.0,0.0,1.0,13,4,2006
5778,0,1,0.0,0.0,1.0,3.0,0.0,1.0,19,3,2007
10575,0,2,0.0,2.0,3.0,2.0,0.0,2.0,18,2,2011
4502,0,3,0.0,1.0,1.0,2.0,0.0,1.0,1,2,2007
23793,0,2,1.0,1.0,1.0,2.0,0.0,1.0,2,9,2008
25055,0,0,0.0,1.0,1.0,2.0,0.0,1.0,0,11,2006
26718,0,3,1.0,1.0,2.0,2.0,0.0,1.0,2,6,2022
10685,0,2,0.0,1.0,1.0,2.0,0.0,1.0,16,6,2017
15497,0,1,0.0,1.0,1.0,2.0,0.0,1.0,0,6,2020
18011,0,1,0.0,3.0,3.0,2.0,0.0,2.0,21,4,2015
8979,0,2,0.0,1.0,1.0,1.0,0.0,1.0,1,6,2021
9986,0,3,0.0,0.0,3.0,2.0,0.0,1.0,23,6,2008
14065,0,2,0.0,1.0,1.0,2.0,1.0,1.0,0,5,2011
2497,0,2,0.0,1.0,1.0,2.0,0.0,1.0,16,1,2012
25416,0,1,0.0,1.0,1.0,1.0,0.0,2.0,16,9,2018
17111,0,2,0.0,1.0,1.0,2.0,0.0,1.0,2,10,2020
652,0,3,0.0,1.0,2.0,0.0,0.0,2.0,22,8,2006
7666,0,2,0.0,2.0,1.0,2.0,0.0,1.0,22,10,2014
17214,0,0,0.0,1.0,1.0,1.0,0.0,1.0,18,2,2011
9300,0,2,0.0,2.0,1.0,2.0,0.0,1.0,2,5,2008
2531,0,2,0.0,1.0,1.0,3.0,0.0,1.0,14,11,2020
4855,0,1,0.0,1.0,2.0,1.0,0.0,1.0,22,3,2008
23289,0,2,0.0,1.0,1.0,1.0,0.0,1.0,0,3,2006
15402,0,3,0.0,2.0,1.0,2.0,0.0,1.0,5,4,2016
15854,0,0,0.0,1.0,2.0,2.0,1.0,2.0,5,4,2012
19951,0,1,0.0,2.0,1.0,3.0,0.0,1.0,0,6,2019
19922,0,3,0.0,2.0,1.0,2.0,0.0,3.0,17,11,2007
4804,0,2,0.0,1.0,1.0,1.0,0.0,1.0,18,5,2018
25190,0,2,0.0,2.0,1.0,2.0,0.0,0.0,3,2,2016
703,0,0,0.0,2.0,1.0,1.0,0.0,1.0,1,8,2015
24433,0,4,0.0,3.0,0.0,3.0,0.0,0.0,12,5,2011
7446,0,3,0.0,2.0,2.0,1.0,0.0,1.0,10,7,2017
3010,0,0,0.0,0.0,2.0,0.0,1.0,1.0,1,4,2012
11513,0,1,0.0,2.0,1.0,2.0,0.0,2.0,4,3,2013
9307,0,4,0.0,0.0,1.0,1.0,0.0,1.0,21,10,2008
13045,0,3,0.0,2.0,1.0,2.0,0.0,1.0,5,12,2013
1421,0,1,0.0,2.0,1.0,2.0,0.0,1.0,23,7,2012
26179,0,3,0.0,0.0,1.0,2.0,0.0,0.0,6,1,2022
2892,0,2,0.0,1.0,0.0,2.0,0.0,0.0,19,4,2013
26995,0,3,0.0,2.0,1.0,2.0,1.0,1.0,21,3,2022
5619,0,2,0.0,1.0,1.0,1.0,0.0,1.0,14,3,2006
10163,0,1,0.0,1.0,2.0,1.0,0.0,2.0,1,6,2013
12224,0,2,0.0,2.0,1.0,3.0,0.0,1.0,21,2,2013
53,0,1,1.0,1.0,2.0,1.0,0.0,1.0,0,1,2013
18084,0,2,0.0,1.0,1.0,1.0,0.0,1.0,13,1,2015
10619,0,2,0.0,2.0,1.0,1.0,0.0,1.0,3,7,2011
24255,0,0,0.0,1.0,2.0,2.0,0.0,3.0,1,10,2020
19977,0,0,0.0,2.0,1.0,2.0,0.0,1.0,14,3,2008
5587,0,2,0.0,1.0,1.0,1.0,0.0,1.0,21,10,2016
14543,0,3,0.0,1.0,1.0,2.0,0.0,3.0,21,5,2012
3136,0,2,0.0,1.0,1.0,1.0,0.0,1.0,0,2,2011
9674,0,2,0.0,2.0,1.0,2.0,0.0,4.0,8,4,2017
12391,0,1,0.0,1.0,3.0,1.0,0.0,1.0,3,8,2011
21891,0,0,0.0,1.0,1.0,3.0,0.0,1.0,4,5,2014
13515,0,3,0.0,1.0,1.0,2.0,0.0,1.0,4,2,2021
15341,0,2,0.0,2.0,1.0,1.0,0.0,1.0,22,1,2006
24074,0,2,0.0,1.0,1.0,0.0,0.0,1.0,0,6,2008
13340,0,2,0.0,1.0,1.0,2.0,0.0,1.0,0,6,2007
233,0,1,0.0,2.0,1.0,1.0,1.0,1.0,4,8,2018
6507,0,2,0.0,1.0,1.0,1.0,0.0,1.0,13,8,2013
27203,0,2,0.0,1.0,1.0,2.0,0.0,1.0,23,7,2022
19679,0,0,0.0,3.0,1.0,2.0,0.0,1.0,2,1,2008
22710,0,2,0.0,2.0,1.0,2.0,0.0,1.0,0,8,2009
13754,0,2,0.0,1.0,1.0,1.0,0.0,1.0,2,8,2009
5003,0,1,0.0,2.0,1.0,0.0,1.0,3.0,8,9,2020
1187,0,2,0.0,1.0,1.0,2.0,0.0,1.0,5,6,2019
24795,0,2,0.0,2.0,1.0,2.0,0.0,1.0,9,2,2014
11181,0,1,0.0,1.0,2.0,1.0,1.0,1.0,17,6,2017
5850,0,3,0.0,2.0,2.0,2.0,0.0,1.0,3,3,2007
